,actual_mem_quote,sentence_a,sentence_b,label,confidence,title,mem_line_no,nonmem_line_no
656,"You couldn't run an egg and spoon race Eric.
","You couldn't win an egg and spoon race, Eric.","I bet you could use a drink, could you, Eric?",0,0.9059888869524002,"get carter
",313082,313086
657,"I thought you were dead, asshole.
","I thought you were dead, you asshole!","But, Dr. Hudgens, I was just...",0,0.9461130164563656,"alone in the dark
",38290,38285
658,"This doesn't make any sense.
",Does it make any sense to you?,I think we'd better run...,0,0.4765722155570984,"alone in the dark
",38300,38316
659,"If it bleeds, we can kill it.
","If it bleeds, we can kill it.","Billy, take the radio, leave the rest.",0,0.7634590119123459,"predator
",615006,615027
660,"She says the jungle... it just came alive and took him.
",I should've wasted the bitch when I had the chance.,"She says...the jungle came alive, and took him...",1,0.9615978002548218,"predator
",614923,614925
661,"That's a real nasty habit you got there.
","Man, that's a real bad habit you've got.","I needed you, Dutch, can't you see that?",0,0.8609297722578049,"predator
",614797,614864
662,"Is he always this funny, or only on days when he's wanted for murder?
","Are you always this funny, or only on days when you're wanted for murder?","I think Maroon plays the part of the sound mind, your wife the sound body.",0,0.9021585509181023,"who framed roger rabbit
",872713,872720
663,"Dabbling in watercolors, Eddie?
","Dabblin' in watercolors, Eddie?",The rabbit's wife?,0,0.79379503428936,"who framed roger rabbit
",872842,872849
664,"The Red Soxs are always winning, until they lose.
",I don't know if I can say that.,They're always winning. Until they lose.,1,0.9451134204864502,"game 6
",307148,307181
665,"The first step is love, the second is mercy.
",Rule number one: Don't get involved with patients.,Not us. The first step is Love. The second is Mercy.,1,0.9608734846115112,"bringing out the dead
",144817,144893
666,"Ever notice people who see shit are always crazy?
",I make her wait and it drives her crazy.,"You ever notice people who see shit always, are crazy?",1,0.9612698554992676,"bringing out the dead
",144778,144783
667,"I'd always had nightmares, but now the ghosts didn't wait for me to sleep.
","I'd always had nightmares, but now the ghosts didn't wait for me to sleep. I drank every day. Help others and you help yourself, that was my motto, but I hadn't saved anyone in months. It seemed all my patients were dying. I'd waited, sure the sickness would break, tomorrow night, the next call, the feeling would drop away. More than anything else I wanted to sleep like that, close my eyes and drift away ...","The last month belonged to Rose, but there were a hundred more ready to come out.",0,0.9549756906926632,"bringing out the dead
",144677,144604
668,"Don't make me take off my sunglasses!
",Your friend there just untied the water beggar.,Don't make me take off my sunglasses.,1,0.9334169626235962,"bringing out the dead
",145075,144980
669,"You know, your mood swings are kinda giving me whiplash.
",Thanks... but your mood swings are giving me whiplash.,That was the first night I dreamed of Edward Cullen.. .,0,0.946790587157011,"twilight
",833416,833368
670,"I'd rather die than to stay away from you.
",I... don't have the strength to stay away from you anymore.,"To get to the other side, and 1 point 772453851.",0,0.9514731019735336,"twilight
",833520,833505
671,"Ah... you brought a snack.
",Nice house you have here.,You brought a snack.,1,0.8520752191543579,"twilight
",833806,833886
672,"Maybe he'll adopt me.
",We left you a message.,Maybe he'll adopt me.,1,0.6615638136863708,"twilight
",833245,833492
673,"Wow, that is one ugly dude.
",Now that's one ugly dude.,"Yeah, what did we do, Ray?",0,0.954927533864975,"ghostbusters ii
",321352,320936
674,"Viggy, Viggy, Viggy, you have been a bad monkey!
","Vigi, Vigi, Vigi -- you have been a bad little monkey.",I'll keep to the middle of the channel.,0,0.9398541636765003,"ghostbusters ii
",321652,321630
675,"Let's see what happens when we take away the puppy.
","You know, animals and lower life forms often anticipate major disasters.",Now let's see how she reacts when we take away the puppy,1,0.25478029251098633,"ghostbusters ii
",321003,321409
676,"The needs of the one outweighed the needs of the many.
",I know this will come as a pleasant surprise for you...,Because... the needs of the one outweighed the needs of the many.,1,0.8097013235092163,"star trek iii: the search for spock
",730867,730782
677,"Now, if you'll excuse me, I'm going to go home and have a heart attack.
","We're on our feet now, and now we're gonna talk out to the car.","If you'll excuse me, I gotta go home and have a heart attack.",1,0.9487454891204834,"pulp fiction
",623822,623723
678,"Uuummmm, this is a tasty burger!
","Uuummmm, that's a tasty burger. Vince, you ever try a Big Kahuna Burger?",That's that Hawaiian burger joint.,0,0.9577289521694183,"pulp fiction
",623454,623448
679,"My name's Pitt, and your ass ain't talkin' your way outta this shit.
","My name's Pitt, and you ain't talkin' your ass outta this shit.","Then why don't you tell my boy here Vince, where you got the shit hid.",0,0.9527491666376591,"pulp fiction
",623479,623469
680,"Mind if I have some of your tasty beverage to wash this down with?
","Sprite, good, mind if I have some of your tasty beverage to wash this down with?","Now I'm gonna take a wild guess here: you're Brett, right?",0,0.7140825986862183,"pulp fiction
",623466,623438
681,"Jules, if you give that fuckin' nimrod fifteen hundred dollars, I'm gonna shoot him on general principles.
","Jules, if you give this nimrod fifteen hundred buck, I'm gonna shoot 'em on general principle.","Just know, it's fuckin' dangerous to be drivin' a race car when it's in the red.",0,0.9555335976183414,"pulp fiction
",624466,624282
682,"If my answers frighten you then you should cease asking scary questions.
","If you find my answers frightening, Vincent, you should cease askin' scary questions.",Whether or not what we experienced was an according-to-Hoyle miracle is insignificant.,0,0.7895370870828629,"pulp fiction
",624383,624362
683,"Hey, you won't interfere with the basic rugged concept of me personality, will you madam?
","You won't interfere with the basic rugged concept of my personality, will you, girl?","Eh ... don't call him sir, he's got enough delusions of power as it is.",0,0.7780253887176514,"a hard day's night
",8479,8315
684,"I'm going out parading before it's too late!
","Well, there you are and watch it with that hoop.",I'm going parading before it's too late!,1,0.9634230136871338,"a hard day's night
",8547,8576
685,"There you go, hiding behind a smokescreen of bourgeois cliches.
","Oh dear, I feel like doing a bit of work.","That's right retreat behind a smoke screen of bourgeois cliches. I don't go round messing about with your ear-phones, do I?",1,0.9620460271835327,"a hard day's night
",8343,8426
686,"Sorry we hurt your field, mister.
",Ever seen one of these before?,"Sorry if we hurt your field, Mister.",1,0.8990334272384644,"a hard day's night
",8377,8305
687,"I now declare this bridge open!
",I now declare this bridge open.,"Aye, but you know him well.",0,0.8540080636739731,"a hard day's night
",8435,8395
688,"Nice building... bad roof... goooood parking.
",I'm going down to relax.,Nice building... Bad paint. Good lines... bad roof. Good parking... hmmm???,1,0.9666299819946289,"beetle juice
",101413,101395
689,"What's the good of being a ghost if you can't frighten people away.
","With all these historical landmarks in town, where are they going to put the condominiums?",What's the good of being a ghost if you can't frighten people to death?,1,0.9304112195968628,"beetle juice
",101335,101213
690,"Go ahead... make my millenium.
",Go ahead. Make my millenium!,This burg got a cathouse?,0,0.9561311304569244,"beetle juice
",101729,101730
691,"Number fifty-four million six hundred and one... Ferndoch.
","Number 54 million, six hundred one. Ferndock.","You don't have an appointment, do you?",0,0.9437072649598122,"beetle juice
",101437,101421
692,"I'm not an enigma, just a contradiction.
","Not an enigma, just a contradiction.",He suddenly wanted to be rid of it.,0,0.8879821673035622,"croupier
",200361,200325
693,"Hang on tightly, let go lightly.
",Hang on tightly... let go lightly.,But his father was a gambler.,0,0.8521383255720139,"croupier
",200807,200793
694,"Welcome back Jack, to the house of addiction.
",Welcome back Jack... to the house of addiction.,Jack knew it still wasn't quite right...,0,0.9362784177064896,"croupier
",200228,200226
695,"You're my conscience.
",You're my conscience.,I take it back.,0,0.9291653484106064,"croupier
",200509,200501
696,"I understand if you don't, but I hope that you do.
",I'll understand if you don't. But I hope you do.,"Some people I know, they're planning to rob The Golden Lion.",0,0.9444845356047153,"croupier
",200549,200765
697,"Without hope there's no point to anything.
",He doesn't give a shit about anyone.,Without hope there's no point to anything.,1,0.9315235614776611,"croupier
",200645,200639
698,"I love you, but I should have never married you.
","I love you, too, but I shouldn't have married you. Mrs. Fox turns and walks away. Fox stares after her. He goes over to Ash.","Why'd you have to get us into this, Foxy?",0,0.9554626680910587,"fantastic mr fox
",275477,275471
699,"He didn't take the money.
",it's what I always wanted!,Dmitri didn't want the money?,1,0.7368478178977966,"anastasia
",57633,57640
700,"To the top of Mount Wanna-hock-a-loogie.
",He's gonna get outta here!,Quick! To the top of Mt. Wannahockaloogie!,1,0.9636090993881226,"finding nemo
",286056,286027
701,"I'm having fish tonight.
",Just start with your name.,I'm havin' fish tonight!,1,0.9612631797790527,"finding nemo
",285179,285141
